Color1,Color2,BlendColor
(0.600; 0.773; 0.961; 1.000),(0.761; 0.722; 0.000; 1.000),(0.686; 0.192; 0.596; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.722; 0.165; 1.000),(0.690; 0.180; 0.682; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.722; 0.322; 1.000),(0.663; 0.337; 0.137; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.722; 0.541; 1.000),(0.667; 0.329; 0.235; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.722; 0.706; 1.000),(0.678; 0.298; 0.380; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.722; 0.871; 1.000),(0.682; 0.286; 0.471; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.906; 0.000; 1.000),(0.690; 0.278; 0.588; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.906; 0.176; 1.000),(0.694; 0.267; 0.671; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.906; 0.357; 1.000),(0.671; 0.400; 0.137; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.906; 0.533; 1.000),(0.675; 0.396; 0.259; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.906; 0.729; 1.000),(0.682; 0.365; 0.408; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.761; 0.906; 0.961; 1.000),(0.686; 0.349; 0.510; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.000; 0.000; 1.000),(0.694; 0.341; 0.608; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.000; 0.227; 1.000),(0.702; 0.325; 0.698; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.000; 0.400; 1.000),(0.675; 0.463; 0.165; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.000; 0.620; 1.000),(0.682; 0.463; 0.263; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.000; 0.792; 1.000),(0.686; 0.443; 0.369; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.169; 0.000; 1.000),(0.694; 0.424; 0.486; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.169; 0.227; 1.000),(0.698; 0.412; 0.569; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.169; 0.420; 1.000),(0.702; 0.400; 0.639; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.169; 0.596; 1.000),(0.675; 0.549; 0.188; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.169; 0.780; 1.000),(0.686; 0.537; 0.294; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.169; 0.941; 1.000),(0.694; 0.514; 0.400; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.384; 0.000; 1.000),(0.698; 0.494; 0.490; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.384; 0.208; 1.000),(0.702; 0.482; 0.580; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.384; 0.427; 1.000),(0.706; 0.471; 0.678; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.384; 0.608; 1.000),(0.741; 0.137; 0.192; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.384; 0.824; 1.000),(0.757; 0.106; 0.310; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.541; 0.000; 1.000),(0.761; 0.094; 0.392; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.541; 0.176; 1.000),(0.761; 0.090; 0.510; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.541; 0.396; 1.000),(0.761; 0.090; 0.604; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.541; 0.608; 1.000),(0.729; 0.227; 0.169; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.541; 0.804; 1.000),(0.749; 0.200; 0.298; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.541; 0.973; 1.000),(0.761; 0.176; 0.400; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.698; 0.000; 1.000),(0.761; 0.173; 0.494; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.698; 0.227; 1.000),(0.761; 0.173; 0.600; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.698; 0.384; 1.000),(0.765; 0.169; 0.682; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.698; 0.592; 1.000),(0.718; 0.337; 0.129; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.698; 0.804; 1.000),(0.733; 0.325; 0.263; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.698; 0.992; 1.000),(0.753; 0.294; 0.408; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.929; 0.000; 1.000),(0.761; 0.275; 0.506; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.929; 0.204; 1.000),(0.765; 0.271; 0.624; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.929; 0.404; 1.000),(0.718; 0.396; 0.137; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.929; 0.576; 1.000),(0.725; 0.400; 0.239; 1.000)
(0.600; 0.773; 0.961; 1.000),(0.922; 0.929; 0.804; 1.000),(0.753; 0.373; 0.396; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.000; 0.000; 1.000),(0.702; 0.325; 0.698; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.000; 0.192; 1.000),(0.675; 0.463; 0.165; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.000; 0.353; 1.000),(0.682; 0.463; 0.263; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.000; 0.557; 1.000),(0.686; 0.443; 0.369; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.000; 0.757; 1.000),(0.694; 0.424; 0.486; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.000; 0.945; 1.000),(0.698; 0.412; 0.569; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.208; 0.000; 1.000),(0.702; 0.400; 0.639; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.208; 0.180; 1.000),(0.675; 0.549; 0.188; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.208; 0.345; 1.000),(0.686; 0.537; 0.294; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.208; 0.525; 1.000),(0.694; 0.514; 0.400; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.208; 0.690; 1.000),(0.698; 0.494; 0.490; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.208; 0.918; 1.000),(0.702; 0.482; 0.580; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.439; 0.000; 1.000),(0.706; 0.471; 0.678; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.439; 0.165; 1.000),(0.741; 0.137; 0.192; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.439; 0.388; 1.000),(0.757; 0.106; 0.310; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.439; 0.545; 1.000),(0.761; 0.094; 0.392; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.439; 0.749; 1.000),(0.761; 0.090; 0.510; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.439; 0.961; 1.000),(0.761; 0.090; 0.604; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.663; 0.000; 1.000),(0.729; 0.227; 0.169; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.663; 0.220; 1.000),(0.749; 0.200; 0.298; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.663; 0.420; 1.000),(0.761; 0.176; 0.400; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.663; 0.608; 1.000),(0.761; 0.173; 0.494; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.663; 0.765; 1.000),(0.761; 0.173; 0.600; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.663; 0.973; 1.000),(0.765; 0.169; 0.682; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.835; 0.000; 1.000),(0.718; 0.337; 0.129; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.835; 0.188; 1.000),(0.733; 0.325; 0.263; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.835; 0.373; 1.000),(0.753; 0.294; 0.408; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.835; 0.533; 1.000),(0.761; 0.275; 0.506; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.835; 0.710; 1.000),(0.765; 0.271; 0.624; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.000; 0.835; 0.914; 1.000),(0.718; 0.396; 0.137; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.000; 0.000; 1.000),(0.725; 0.400; 0.239; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.000; 0.184; 1.000),(0.753; 0.373; 0.396; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.000; 0.396; 1.000),(0.761; 0.349; 0.518; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.000; 0.596; 1.000),(0.769; 0.337; 0.616; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.000; 0.757; 1.000),(0.769; 0.329; 0.702; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.000; 0.949; 1.000),(0.722; 0.451; 0.165; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.173; 0.000; 1.000),(0.741; 0.455; 0.306; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.173; 0.173; 1.000),(0.753; 0.443; 0.400; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.173; 0.337; 1.000),(0.761; 0.424; 0.514; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.173; 0.498; 1.000),(0.769; 0.404; 0.616; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.173; 0.675; 1.000),(0.773; 0.392; 0.710; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.173; 0.859; 1.000),(0.729; 0.561; 0.200; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.349; 0.000; 1.000),(0.749; 0.553; 0.322; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.349; 0.231; 1.000),(0.757; 0.537; 0.427; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.349; 0.435; 1.000),(0.765; 0.522; 0.514; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.349; 0.643; 1.000),(0.769; 0.498; 0.616; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.349; 0.839; 1.000),(0.310; 0.129; 0.278; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.510; 0.000; 1.000),(0.212; 0.125; 0.514; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.510; 0.165; 1.000),(0.188; 0.106; 0.620; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.510; 0.396; 1.000),(0.235; 0.094; 0.643; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.510; 0.561; 1.000),(0.263; 0.082; 0.706; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.510; 0.753; 1.000),(0.278; 0.075; 0.784; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.510; 0.941; 1.000),(0.306; 0.247; 0.290; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.690; 0.000; 1.000),(0.275; 0.259; 0.439; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.690; 0.173; 1.000),(0.235; 0.220; 0.565; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.690; 0.333; 1.000),(0.235; 0.188; 0.643; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.690; 0.537; 1.000),(0.259; 0.176; 0.686; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.690; 0.710; 1.000),(0.286; 0.165; 0.761; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.690; 0.871; 1.000),(0.361; 0.404; 0.239; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.910; 0.000; 1.000),(0.357; 0.396; 0.329; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.910; 0.196; 1.000),(0.298; 0.325; 0.510; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.910; 0.412; 1.000),(0.290; 0.294; 0.592; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.910; 0.627; 1.000),(0.294; 0.275; 0.678; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.227; 0.910; 0.839; 1.000),(0.310; 0.263; 0.761; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.000; 0.000; 1.000),(0.369; 0.502; 0.216; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.000; 0.196; 1.000),(0.349; 0.475; 0.361; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.000; 0.404; 1.000),(0.318; 0.420; 0.502; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.000; 0.569; 1.000),(0.310; 0.392; 0.600; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.000; 0.769; 1.000),(0.314; 0.380; 0.667; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.000; 0.953; 1.000),(0.322; 0.373; 0.753; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.157; 0.000; 1.000),(0.357; 0.569; 0.227; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.157; 0.204; 1.000),(0.349; 0.545; 0.345; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.157; 0.408; 1.000),(0.329; 0.510; 0.467; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.157; 0.620; 1.000),(0.322; 0.482; 0.557; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.157; 0.851; 1.000),(0.318; 0.467; 0.639; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.388; 0.000; 1.000),(0.325; 0.455; 0.729; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.388; 0.157; 1.000),(0.424; 0.114; 0.282; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.388; 0.380; 1.000),(0.416; 0.082; 0.392; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.388; 0.537; 1.000),(0.400; 0.082; 0.502; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.388; 0.745; 1.000),(0.392; 0.094; 0.604; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.388; 0.957; 1.000),(0.396; 0.090; 0.678; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.600; 0.000; 1.000),(0.404; 0.082; 0.765; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.600; 0.188; 1.000),(0.427; 0.212; 0.275; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.600; 0.365; 1.000),(0.424; 0.208; 0.369; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.600; 0.576; 1.000),(0.404; 0.192; 0.471; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.600; 0.808; 1.000),(0.396; 0.184; 0.553; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.757; 0.000; 1.000),(0.400; 0.176; 0.631; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.757; 0.196; 1.000),(0.408; 0.165; 0.718; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.757; 0.416; 1.000),(0.451; 0.337; 0.231; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.757; 0.604; 1.000),(0.443; 0.322; 0.373; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.757; 0.812; 1.000),(0.412; 0.275; 0.514; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.945; 0.000; 1.000),(0.412; 0.255; 0.616; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.945; 0.208; 1.000),(0.420; 0.243; 0.698; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.945; 0.400; 1.000),(0.482; 0.431; 0.200; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.945; 0.573; 1.000),(0.482; 0.431; 0.286; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.945; 0.776; 1.000),(0.431; 0.349; 0.486; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.404; 0.945; 0.941; 1.000),(0.424; 0.325; 0.573; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.000; 0.000; 1.000),(0.427; 0.310; 0.659; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.000; 0.161; 1.000),(0.435; 0.298; 0.737; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.000; 0.373; 1.000),(0.475; 0.510; 0.204; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.000; 0.569; 1.000),(0.471; 0.490; 0.318; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.000; 0.749; 1.000),(0.447; 0.443; 0.435; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.000; 0.953; 1.000),(0.435; 0.408; 0.557; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.196; 0.000; 1.000),(0.435; 0.392; 0.639; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.196; 0.192; 1.000),(0.439; 0.384; 0.706; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.196; 0.416; 1.000),(0.463; 0.592; 0.231; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.196; 0.631; 1.000),(0.455; 0.569; 0.353; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.196; 0.847; 1.000),(0.443; 0.529; 0.486; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.412; 0.000; 1.000),(0.435; 0.506; 0.596; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.412; 0.196; 1.000),(0.439; 0.494; 0.694; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.412; 0.412; 1.000),(0.529; 0.063; 0.306; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.412; 0.643; 1.000),(0.522; 0.067; 0.400; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.412; 0.851; 1.000),(0.506; 0.086; 0.494; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.600; 0.000; 1.000),(0.498; 0.094; 0.576; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.600; 0.231; 1.000),(0.498; 0.094; 0.671; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.600; 0.408; 1.000),(0.502; 0.086; 0.761; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.600; 0.580; 1.000),(0.522; 0.165; 0.290; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.600; 0.776; 1.000),(0.514; 0.169; 0.392; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.796; 0.000; 1.000),(0.502; 0.173; 0.494; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.796; 0.227; 1.000),(0.498; 0.176; 0.596; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.796; 0.396; 1.000),(0.502; 0.165; 0.710; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.796; 0.557; 1.000),(0.529; 0.353; 0.212; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.796; 0.725; 1.000),(0.533; 0.357; 0.286; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.796; 0.945; 1.000),(0.510; 0.298; 0.471; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.996; 0.000; 1.000),(0.506; 0.282; 0.557; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.996; 0.180; 1.000),(0.510; 0.275; 0.655; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.996; 0.341; 1.000),(0.518; 0.263; 0.753; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.996; 0.533; 1.000),(0.549; 0.467; 0.188; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.996; 0.745; 1.000),(0.549; 0.459; 0.298; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.576; 0.996; 0.976; 1.000),(0.525; 0.396; 0.455; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.000; 0.000; 1.000),(0.518; 0.369; 0.573; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.000; 0.196; 1.000),(0.522; 0.353; 0.682; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.000; 0.376; 1.000),(0.545; 0.533; 0.208; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.000; 0.537; 1.000),(0.541; 0.506; 0.337; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.000; 0.714; 1.000),(0.529; 0.455; 0.486; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.000; 0.906; 1.000),(0.525; 0.431; 0.584; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.200; 0.000; 1.000),(0.529; 0.420; 0.682; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.200; 0.224; 1.000),(0.533; 0.604; 0.231; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.200; 0.427; 1.000),(0.533; 0.580; 0.361; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.200; 0.620; 1.000),(0.525; 0.549; 0.478; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.200; 0.776; 1.000),(0.525; 0.529; 0.573; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.200; 0.949; 1.000),(0.525; 0.518; 0.671; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.392; 0.000; 1.000),(0.529; 0.510; 0.745; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.392; 0.173; 1.000),(0.612; 0.078; 0.310; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.392; 0.361; 1.000),(0.608; 0.078; 0.380; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.392; 0.522; 1.000),(0.596; 0.090; 0.478; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.392; 0.753; 1.000),(0.588; 0.098; 0.573; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.392; 0.929; 1.000),(0.588; 0.098; 0.663; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.549; 0.000; 1.000),(0.592; 0.094; 0.761; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.549; 0.196; 1.000),(0.600; 0.208; 0.271; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.549; 0.400; 1.000),(0.596; 0.204; 0.373; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.549; 0.588; 1.000),(0.588; 0.196; 0.494; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.549; 0.792; 1.000),(0.588; 0.196; 0.604; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.549; 0.984; 1.000),(0.592; 0.192; 0.710; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.722; 0.000; 1.000),(0.596; 0.369; 0.196; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.722; 0.165; 1.000),(0.600; 0.353; 0.322; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.722; 0.322; 1.000),(0.592; 0.310; 0.486; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.722; 0.541; 1.000),(0.592; 0.298; 0.608; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.722; 0.706; 1.000),(0.596; 0.286; 0.710; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.722; 0.871; 1.000),(0.608; 0.463; 0.184; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.906; 0.000; 1.000),(0.604; 0.435; 0.349; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.906; 0.176; 1.000),(0.596; 0.396; 0.482; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.906; 0.357; 1.000),(0.596; 0.380; 0.576; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.906; 0.533; 1.000),(0.600; 0.369; 0.671; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.906; 0.729; 1.000),(0.604; 0.545; 0.212; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.761; 0.906; 0.961; 1.000),(0.608; 0.514; 0.365; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.922; 0.000; 0.000; 1.000),(0.604; 0.482; 0.478; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.922; 0.000; 0.227; 1.000),(0.604; 0.463; 0.565; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.922; 0.000; 0.400; 1.000),(0.608; 0.447; 0.647; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.922; 0.000; 0.620; 1.000),(0.612; 0.435; 0.749; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.922; 0.000; 0.792; 1.000),(0.600; 0.631; 0.235; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.922; 0.169; 0.000; 1.000),(0.604; 0.612; 0.349; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.922; 0.169; 0.227; 1.000),(0.604; 0.584; 0.447; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.922; 0.169; 0.420; 1.000),(0.604; 0.565; 0.553; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.922; 0.169; 0.596; 1.000),(0.604; 0.549; 0.659; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.922; 0.169; 0.780; 1.000),(0.608; 0.541; 0.769; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.922; 0.169; 0.941; 1.000),(0.690; 0.110; 0.298; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.922; 0.384; 0.000; 1.000),(0.690; 0.094; 0.384; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.922; 0.384; 0.208; 1.000),(0.686; 0.090; 0.471; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.922; 0.384; 0.427; 1.000),(0.682; 0.098; 0.553; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.922; 0.384; 0.608; 1.000),(0.678; 0.098; 0.643; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.922; 0.384; 0.824; 1.000),(0.682; 0.098; 0.741; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.922; 0.541; 0.000; 1.000),(0.671; 0.239; 0.247; 1.000)
(0.600; 0.980; 0.000; 1.000),(0.922; 0.541; 0.176; 1.000),(0.682; 0.208; 0.380; 1.000)
